File	Component Definitions	Annotated Defs	Annotations per def
sb8b00146.xml	1	0	
sb8b00151.xml	21	0	
sb8b00153.xml	14	0	
sb8b00155.xml	61	0	
sb8b00158.xml	16	0	
sb8b00160.xml	1	0	
sb8b00163.xml	22	0	
sb8b00164.xml	24	0	
sb8b00168.xml	124	20	"1, 1, 1, 2, 1, 1, 1, 1, 3, 2, 1, 1, 3, 2, 1, 2, 2, 1, 2, 1"
sb8b00172.xml	7	0	
sb8b00174.xml	1	0	
sb8b00175.xml	105	0	
sb8b00176.xml	3	0	
sb8b00180.xml	6	0	
sb8b00185.xml	5	0	
sb8b00186.xml	11	0	
sb8b00187.xml	2	0	
sb8b00188.xml	43	0	
sb8b00191.xml	38	0	
sb8b00192.xml	37	0	
sb8b00194.xml	57	0	
sb8b00195.xml	10	0	
sb8b00196.xml	18	0	
sb8b00198.xml	194	0	
sb8b00199.xml	42	0	
sb8b00202.xml	5	0	
sb8b00207.xml	115	0	
sb8b00213.xml	14	0	
sb8b00214.xml	25	1	1
sb8b00215.xml	11	1	3
sb8b00216.xml	109	0	
sb8b00217.xml	64	0	
sb8b00219.xml	1213	0	
sb8b00222.xml	4	0	
sb8b00226.xml	44	0	
sb8b00227.xml	269	1	2
sb8b00234.xml	42	0	
sb8b00237.xml	341	2	"3, 3"
sb8b00238.xml	89	0	
sb8b00239.xml	110	0	
sb8b00243.xml	144	0	
sb8b00245.xml	47	0	
sb8b00249.xml	164	0	
sb8b00252.xml	13	0	
sb8b00258.xml	266	0	
sb8b00261.xml	211	2	"1, 1"
sb8b00266.xml	34	0	
sb8b00273.xml	57	0	
sb8b00274.xml	90	0	
sb8b00278.xml	9	0	
sb8b00279.xml	6	0	
sb8b00280.xml	15	10	"3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
sb8b00281.xml	5	0	
sb8b00284.xml	4614	0	
sb8b00285.xml	46	0	
sb8b00287.xml	83	0	
sb8b00288.xml	3	0	
sb8b00289.xml	105	0	
sb8b00290.xml	90	0	
sb8b00291.xml	19	0	
sb8b00295.xml	21	0	
sb8b00300.xml	14	4	"1, 1, 1, 1"
sb8b00305.xml	11	0	
sb8b00309.xml	36	0	
sb8b00313.xml	26	0	
sb8b00317.xml	33	0	
sb8b00319.xml	34	0	
sb8b00326.xml	964	0	
sb8b00330.xml	6	0	
sb8b00331.xml	145	0	
sb8b00332.xml	23	0	
sb8b00333.xml	70	0	
sb8b00339.xml	239	5	"1, 1, 1, 1, 1"
sb8b00342.xml	12	0	
sb8b00347.xml	17	0	
sb8b00348.xml	28	0	
sb8b00354.xml	2	0	
sb8b00360.xml	290	1	1
sb8b00361.xml	106	0	
sb8b00364.xml	13	0	
sb8b00365.xml	16	0	
sb8b00368.xml	22	0	
sb8b00369.xml	26	0	
sb8b00372.xml	46	0	
sb8b00373.xml	6	0	
sb8b00379.xml	26	0	
sb8b00380.xml	115	0	
sb8b00381.xml	16	0	
sb8b00383.xml	49	0	
sb8b00388.xml	55	0	
sb8b00392.xml	201	0	
sb8b00393.xml	17	0	
sb8b00396.xml	6	0	
sb8b00397.xml	8	0	
sb8b00398.xml	207	106	"3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
sb8b00399.xml	43	0	
sb8b00400.xml	17	0	
sb8b00402.xml	131	0	
sb8b00415.xml	28	0	
sb8b00416.xml	8	0	
sb8b00421.xml	34	0	
sb8b00424.xml	220	0	
sb8b00426.xml	5	5	"4, 4, 4, 2, 4"
sb8b00427.xml	25	3	"1, 1, 1"
sb8b00434.xml	323	0	
sb8b00437.xml	2	0	
sb8b00442.xml	90	0	
sb8b00448.xml	61	0	
sb8b00449.xml	18	0	
sb8b00452.xml	9	0	
sb8b00453.xml	97	0	
sb8b00454.xml	12	0	
sb8b00457.xml	28	0	
sb8b00459.xml	12	0	
sb8b00464.xml	34	0	
sb8b00465.xml	2	0	
sb8b00466.xml	21	0	
sb8b00470.xml	19	0	
sb8b00472.xml	31	2	"2, 1"
sb8b00477.xml	7	0	
sb8b00478.xml	83	0	
sb8b00479.xml	48	0	
sb8b00480.xml	246	0	
sb8b00481.xml	47	0	
sb8b00483.xml	81	0	
sb8b00485.xml	34	0	
sb8b00486.xml	48	0	
sb8b00487.xml	11	0	
sb8b00488.xml	53	1	1
sb8b00489.xml	55	0	
sb8b00493.xml	24	4	"2, 1, 1, 3"
sb8b00496.xml	10	0	
sb8b00499.xml	7	0	
sb8b00501.xml	15	0	
sb8b00505.xml	2	0	
sb8b00509.xml	24	0	
sb8b00510.xml	30	0	
sb8b00511.xml	1	0	
sb8b00515.xml	38	0	
sb8b00519.xml	12	0	
sb8b00521.xml	39	2	"2, 2"
sb8b00525.xml	12	0	
sb8b00526.xml	12	1	1
sb8b00527.xml	28	2	"3, 1"
sb8b00529.xml	53	0	
sb8b00530.xml	12	0	
sb8b00534.xml	16	0	
sb8b00541.xml	23	0	
sb9b00001.xml	26	0	
sb9b00003.xml	58	0	
sb9b00005.xml	91	0	
sb9b00007.xml	28	0	
sb9b00011.xml	8	0	
sb9b00013.xml	23	0	
sb9b00017.xml	1	0	
sb9b00021.xml	14	4	"1, 1, 1, 2"
sb9b00023.xml	44	0	
sb9b00024.xml	169	0	
sb9b00026.xml	44	0	
sb9b00027.xml	136	0	
sb9b00028.xml	40	0	
sb9b00033.xml	122	0	
sb9b00041.xml	116	4	"5, 2, 9, 4"
sb9b00042.xml	178	0	
sb9b00044.xml	47	0	
sb9b00045.xml	182	0	
sb9b00047.xml	28	0	
sb9b00051.xml	44	5	"1, 1, 1, 1, 1"
sb9b00060.xml	123	0	
sb9b00061.xml	91	0	
sb9b00062.xml	38	1	3
sb9b00066.xml	36	0	
sb9b00071.xml	263	1	3
sb9b00073.xml	217	10	"1, 1, 1, 1, 1, 1, 1, 2, 2, 1"
sb9b00074.xml	7	0	
sb9b00075.xml	94	0	
sb9b00077.xml	35	0	
sb9b00078.xml	19	2	"2, 2"
sb9b00080.xml	4	0	
sb9b00087.xml	16	0	
sb9b00092.xml	139	15	"1, 10, 3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 3, 1, 3"
sb9b00093.xml	61	0	
sb9b00101.xml	72	0	
sb9b00102.xml	50	0	
sb9b00104.xml	39	0	
sb9b00106.xml	17	0	
sb9b00108.xml	51	0	
sb9b00111.xml	10	0	
sb9b00114.xml	42	0	
sb9b00118.xml	81	0	
sb9b00123.xml	35	0	
sb9b00127.xml	33	0	
sb9b00131.xml	3	0	
sb9b00135.xml	63	0	
sb9b00137.xml	62	0	
sb9b00140.xml	239	0	
sb9b00141.xml	48	0	
sb9b00144.xml	163	0	
sb9b00149.xml	10	0	
sb9b00150.xml	68	0	
sb9b00152.xml	79	0	
sb9b00155.xml	32	0	
sb9b00160.xml	5	0	
sb9b00167.xml	24	0	
sb9b00169.xml	62	0	
sb9b00171.xml	34	0	
sb9b00172.xml	12	0	
sb9b00174.xml	87	1	3
sb9b00176.xml	114	0	
sb9b00177.xml	9	0	
sb9b00178.xml	104	0	
sb9b00183.xml	19	0	
sb9b00187.xml	10	0	
sb9b00188.xml	59	0	
sb9b00191.xml	32	0	
sb9b00193.xml	24	0	
sb9b00195.xml	141	0	
sb9b00203.xml	38	0	
sb9b00208.xml	39	0	
sb9b00209.xml	161	0	
sb9b00210.xml	9	0	
sb9b00212.xml	44	0	
sb9b00213.xml	38	0	
sb9b00215.xml	108	0	
sb9b00217.xml	12	0	
sb9b00218.xml	2	0	
sb9b00219.xml	6	0	
sb9b00220.xml	122	0	
sb9b00223.xml	32	0	
sb9b00224.xml	2	0	
sb9b00229.xml	93	0	
sb9b00232.xml	86	0	
sb9b00235.xml	34	3	"2, 4, 2"
sb9b00238.xml	45	4	"1, 3, 1, 5"
sb9b00241.xml	64	0	
sb9b00242.xml	131	0	
sb9b00248.xml	17	0	
sb9b00258.xml	2	0	
sb9b00267.xml	6	0	
sb9b00271.xml	11	0	
sb9b00282.xml	68	0	
sb9b00289.xml	10	0	
sb9b00291.xml	62	0	
sb9b00293.xml	18	0	
sb9b00314.xml	2604	0	
sb9b00321.xml	17	0	
sb9b00322.xml	65	0	
sb9b00352.xml	19	0	
